financial_year,sending_location,stay_type,age_group,sex,rate,nclient
2019/20,Glasgow City,Long Stay,85+ years,Not Known / Unspecified,0,0
2019/20,Glasgow City,Long Stay,Unknown,Female,0,0
2019/20,Glasgow City,Long Stay,Unknown,Male,0,0
2019/20,Glasgow City,Long Stay,Unknown,Not Known / Unspecified,0,0
2020/21,Glasgow City,All Stays,All Ages,Female,604.1,3395
2020/21,Glasgow City,All Stays,All Ages,Male,395,2220
2020/21,Glasgow City,All Stays,All Ages,Not Known / Unspecified,0,0
2020/21,Glasgow City,All Stays,0-17 years,Female,0,0
2020/21,Glasgow City,All Stays,0-17 years,Male,0,0
2020/21,Glasgow City,All Stays,0-17 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,All Stays,18-64 years,Female,64.9,365
2020/21,Glasgow City,All Stays,18-64 years,Male,111.2,625
2020/21,Glasgow City,All Stays,18-64 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,All Stays,65-74 years,Female,58.7,330
2020/21,Glasgow City,All Stays,65-74 years,Male,69.4,390
2020/21,Glasgow City,All Stays,65-74 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,All Stays,75-84 years,Female,166.4,935
2020/21,Glasgow City,All Stays,75-84 years,Male,115.7,650
2020/21,Glasgow City,All Stays,75-84 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,All Stays,85+ years,Female,314.9,1770
2020/21,Glasgow City,All Stays,85+ years,Male,98.8,555
2020/21,Glasgow City,All Stays,85+ years,Not Known / Unspecified,0,0
2020/21,Glasgow City,All Stays,Unknown,Female,0,0
2020/21,Glasgow City,All Stays,Unknown,Male,0,0
2020/21,Glasgow City,All Stays,Unknown,Not Known / Unspecified,0,0
2020/21,Glasgow City,Short Stay / Respite,All Ages,Female,545.5,690
2020/21,Glasgow City,Short Stay / Respite,All Ages,Male,458.5,580
2020/21,Glasgow City,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2020/21,Glasgow City,Short Stay / Respite,0-17 years,Female,0,0
2020/21,Glasgow City,Short Stay / Respite,0-17 years,Male,0,0
2020/21,Glasgow City,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,Short Stay / Respite,18-64 years,Female,126.5,160
2020/21,Glasgow City,Short Stay / Respite,18-64 years,Male,201.6,255
2020/21,Glasgow City,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,Short Stay / Respite,65-74 years,Female,39.5,50
2020/21,Glasgow City,Short Stay / Respite,65-74 years,Male,51.4,65
2020/21,Glasgow City,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,Short Stay / Respite,75-84 years,Female,142.3,180
2020/21,Glasgow City,Short Stay / Respite,75-84 years,Male,118.6,150
2020/21,Glasgow City,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,Short Stay / Respite,85+ years,Female,237.2,300
2020/21,Glasgow City,Short Stay / Respite,85+ years,Male,83,105
2020/21,Glasgow City,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2020/21,Glasgow City,Short Stay / Respite,Unknown,Female,0,0
2020/21,Glasgow City,Short Stay / Respite,Unknown,Male,0,0
2020/21,Glasgow City,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2020/21,Glasgow City,Long Stay,All Ages,Female,613.5,3040
2020/21,Glasgow City,Long Stay,All Ages,Male,385.5,1910
2020/21,Glasgow City,Long Stay,All Ages,Not Known / Unspecified,0,0
2020/21,Glasgow City,Long Stay,0-17 years,Female,0,0
2020/21,Glasgow City,Long Stay,0-17 years,Male,0,0
2020/21,Glasgow City,Long Stay,0-17 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,Long Stay,18-64 years,Female,52.5,260
2020/21,Glasgow City,Long Stay,18-64 years,Male,93.8,465
2020/21,Glasgow City,Long Stay,18-64 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,Long Stay,65-74 years,Female,61.6,305
2020/21,Glasgow City,Long Stay,65-74 years,Male,71.6,355
2020/21,Glasgow City,Long Stay,65-74 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,Long Stay,75-84 years,Female,171.5,850
2020/21,Glasgow City,Long Stay,75-84 years,Male,118.1,585
2020/21,Glasgow City,Long Stay,75-84 years,Not Known / Unspecified,0,0
2020/21,Glasgow City,Long Stay,85+ years,Female,328,1625
2020/21,Glasgow City,Long Stay,85+ years,Male,102.9,510
2020/21,Glasgow City,Long Stay,85+ years,Not Known / Unspecified,0,0
2020/21,Glasgow City,Long Stay,Unknown,Female,0,0
2020/21,Glasgow City,Long Stay,Unknown,Male,0,0
2020/21,Glasgow City,Long Stay,Unknown,Not Known / Unspecified,0,0
2017/18,Highland,All Stays,All Ages,Female,662.6,1345
2017/18,Highland,All Stays,All Ages,Male,337.4,685
2017/18,Highland,All Stays,All Ages,Not Known / Unspecified,0,0
2017/18,Highland,All Stays,0-17 years,Female,0,0
2017/18,Highland,All Stays,0-17 years,Male,0,0
2017/18,Highland,All Stays,0-17 years,Not Known / Unspecified,0,0
2017/18,Highland,All Stays,18-64 years,Female,49.3,100
2017/18,Highland,All Stays,18-64 years,Male,61.6,125
2017/18,Highland,All Stays,18-64 years,Not Known / Unspecified,0,0
2017/18,Highland,All Stays,65-74 years,Female,51.7,105
2017/18,Highland,All Stays,65-74 years,Male,51.7,105
2017/18,Highland,All Stays,65-74 years,Not Known / Unspecified,0,0
2017/18,Highland,All Stays,75-84 years,Female,182.3,370
2017/18,Highland,All Stays,75-84 years,Male,110.8,225
2017/18,Highland,All Stays,75-84 years,Not Known / Unspecified,0,0
2017/18,Highland,All Stays,85+ years,Female,379.3,770
2017/18,Highland,All Stays,85+ years,Male,113.3,230
2017/18,Highland,All Stays,85+ years,Not Known / Unspecified,0,0
2017/18,Highland,All Stays,Unknown,Female,0,0
2017/18,Highland,All Stays,Unknown,Male,0,0
2017/18,Highland,All Stays,Unknown,Not Known / Unspecified,0,0
2017/18,Highland,Short Stay / Respite,All Ages,Female,593.8,95
2017/18,Highland,Short Stay / Respite,All Ages,Male,406.2,65
2017/18,Highland,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2017/18,Highland,Short Stay / Respite,0-17 years,Female,0,0
2017/18,Highland,Short Stay / Respite,0-17 years,Male,0,0
2017/18,Highland,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2017/18,Highland,Short Stay / Respite,18-64 years,Female,93.8,15
2017/18,Highland,Short Stay / Respite,18-64 years,Male,93.8,15
2017/18,Highland,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2017/18,Highland,Short Stay / Respite,65-74 years,Female,31.2,5
2017/18,Highland,Short Stay / Respite,65-74 years,Male,62.5,10
2017/18,Highland,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2017/18,Highland,Short Stay / Respite,75-84 years,Female,187.5,30
2017/18,Highland,Short Stay / Respite,75-84 years,Male,125,20
2017/18,Highland,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2017/18,Highland,Short Stay / Respite,85+ years,Female,281.2,45
2017/18,Highland,Short Stay / Respite,85+ years,Male,125,20
2017/18,Highland,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2017/18,Highland,Short Stay / Respite,Unknown,Female,0,0
2017/18,Highland,Short Stay / Respite,Unknown,Male,0,0
2017/18,Highland,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2017/18,Highland,Long Stay,All Ages,Female,667.6,1255
2017/18,Highland,Long Stay,All Ages,Male,332.4,625
2017/18,Highland,Long Stay,All Ages,Not Known / Unspecified,0,0
2017/18,Highland,Long Stay,0-17 years,Female,0,0
2017/18,Highland,Long Stay,0-17 years,Male,0,0
2017/18,Highland,Long Stay,0-17 years,Not Known / Unspecified,0,0
2017/18,Highland,Long Stay,18-64 years,Female,45.2,85
2017/18,Highland,Long Stay,18-64 years,Male,58.5,110
2017/18,Highland,Long Stay,18-64 years,Not Known / Unspecified,0,0
2017/18,Highland,Long Stay,65-74 years,Female,53.2,100
2017/18,Highland,Long Stay,65-74 years,Male,50.5,95
2017/18,Highland,Long Stay,65-74 years,Not Known / Unspecified,0,0
2017/18,Highland,Long Stay,75-84 years,Female,183.5,345
2017/18,Highland,Long Stay,75-84 years,Male,109,205
2017/18,Highland,Long Stay,75-84 years,Not Known / Unspecified,0,0
2017/18,Highland,Long Stay,85+ years,Female,388.3,730
2017/18,Highland,Long Stay,85+ years,Male,111.7,210
2017/18,Highland,Long Stay,85+ years,Not Known / Unspecified,0,0
2017/18,Highland,Long Stay,Unknown,Female,0,0
2017/18,Highland,Long Stay,Unknown,Male,0,0
2017/18,Highland,Long Stay,Unknown,Not Known / Unspecified,0,0
2018/19,Highland,All Stays,All Ages,Female,640.6,1640
2018/19,Highland,All Stays,All Ages,Male,359.4,920
2018/19,Highland,All Stays,All Ages,Not Known / Unspecified,0,0
2018/19,Highland,All Stays,0-17 years,Female,0,0
2018/19,Highland,All Stays,0-17 years,Male,0,0
2018/19,Highland,All Stays,0-17 years,Not Known / Unspecified,0,0
2018/19,Highland,All Stays,18-64 years,Female,46.9,120
2018/19,Highland,All Stays,18-64 years,Male,58.6,150
2018/19,Highland,All Stays,18-64 years,Not Known / Unspecified,0,0
2018/19,Highland,All Stays,65-74 years,Female,46.9,120
2018/19,Highland,All Stays,65-74 years,Male,56.6,145
2018/19,Highland,All Stays,65-74 years,Not Known / Unspecified,0,0
2018/19,Highland,All Stays,75-84 years,Female,177.7,455
2018/19,Highland,All Stays,75-84 years,Male,109.4,280
2018/19,Highland,All Stays,75-84 years,Not Known / Unspecified,0,0
2018/19,Highland,All Stays,85+ years,Female,369.1,945
2018/19,Highland,All Stays,85+ years,Male,134.8,345
2018/19,Highland,All Stays,85+ years,Not Known / Unspecified,0,0
2018/19,Highland,All Stays,Unknown,Female,0,0
2018/19,Highland,All Stays,Unknown,Male,0,0
2018/19,Highland,All Stays,Unknown,Not Known / Unspecified,0,0
2018/19,Highland,Short Stay / Respite,All Ages,Female,534.2,195
2018/19,Highland,Short Stay / Respite,All Ages,Male,493.2,180
2018/19,Highland,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2018/19,Highland,Short Stay / Respite,0-17 years,Female,0,0
2018/19,Highland,Short Stay / Respite,0-17 years,Male,0,0
2018/19,Highland,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2018/19,Highland,Short Stay / Respite,18-64 years,Female,68.5,25
2018/19,Highland,Short Stay / Respite,18-64 years,Male,95.9,35
2018/19,Highland,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2018/19,Highland,Short Stay / Respite,65-74 years,Female,54.8,20
2018/19,Highland,Short Stay / Respite,65-74 years,Male,68.5,25
2018/19,Highland,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2018/19,Highland,Short Stay / Respite,75-84 years,Female,178.1,65
2018/19,Highland,Short Stay / Respite,75-84 years,Male,137,50
2018/19,Highland,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2018/19,Highland,Short Stay / Respite,85+ years,Female,219.2,80
2018/19,Highland,Short Stay / Respite,85+ years,Male,178.1,65
2018/19,Highland,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2018/19,Highland,Short Stay / Respite,Unknown,Female,0,0
2018/19,Highland,Short Stay / Respite,Unknown,Male,0,0
2018/19,Highland,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2018/19,Highland,Long Stay,All Ages,Female,657.2,1505
2018/19,Highland,Long Stay,All Ages,Male,345,790
2018/19,Highland,Long Stay,All Ages,Not Known / Unspecified,0,0
2018/19,Highland,Long Stay,0-17 years,Female,0,0
2018/19,Highland,Long Stay,0-17 years,Male,0,0
2018/19,Highland,Long Stay,0-17 years,Not Known / Unspecified,0,0
2018/19,Highland,Long Stay,18-64 years,Female,41.5,95
2018/19,Highland,Long Stay,18-64 years,Male,50.2,115
2018/19,Highland,Long Stay,18-64 years,Not Known / Unspecified,0,0
2018/19,Highland,Long Stay,65-74 years,Female,45.9,105
2018/19,Highland,Long Stay,65-74 years,Male,52.4,120
2018/19,Highland,Long Stay,65-74 years,Not Known / Unspecified,0,0
2018/19,Highland,Long Stay,75-84 years,Female,181.2,415
2018/19,Highland,Long Stay,75-84 years,Male,107,245
2018/19,Highland,Long Stay,75-84 years,Not Known / Unspecified,0,0
2018/19,Highland,Long Stay,85+ years,Female,388.6,890
2018/19,Highland,Long Stay,85+ years,Male,133.2,305
2018/19,Highland,Long Stay,85+ years,Not Known / Unspecified,0,0
2018/19,Highland,Long Stay,Unknown,Female,0,0
2018/19,Highland,Long Stay,Unknown,Male,0,0
2018/19,Highland,Long Stay,Unknown,Not Known / Unspecified,0,0
2019/20,Highland,All Stays,All Ages,Female,641.7,1710
2019/20,Highland,All Stays,All Ages,Male,358.3,955
2019/20,Highland,All Stays,All Ages,Not Known / Unspecified,0,0
2019/20,Highland,All Stays,0-17 years,Female,0,0
2019/20,Highland,All Stays,0-17 years,Male,0,0
2019/20,Highland,All Stays,0-17 years,Not Known / Unspecified,0,0
2019/20,Highland,All Stays,18-64 years,Female,45,120
2019/20,Highland,All Stays,18-64 years,Male,56.3,150
2019/20,Highland,All Stays,18-64 years,Not Known / Unspecified,0,0
2019/20,Highland,All Stays,65-74 years,Female,46.9,125
2019/20,Highland,All Stays,65-74 years,Male,56.3,150
2019/20,Highland,All Stays,65-74 years,Not Known / Unspecified,0,0
2019/20,Highland,All Stays,75-84 years,Female,178.2,475
2019/20,Highland,All Stays,75-84 years,Male,112.6,300
2019/20,Highland,All Stays,75-84 years,Not Known / Unspecified,0,0
2019/20,Highland,All Stays,85+ years,Female,371.5,990
2019/20,Highland,All Stays,85+ years,Male,133.2,355
2019/20,Highland,All Stays,85+ years,Not Known / Unspecified,0,0
2019/20,Highland,All Stays,Unknown,Female,0,0
2019/20,Highland,All Stays,Unknown,Male,0,0
2019/20,Highland,All Stays,Unknown,Not Known / Unspecified,0,0
2019/20,Highland,Short Stay / Respite,All Ages,Female,593.8,285
2019/20,Highland,Short Stay / Respite,All Ages,Male,416.7,200
2019/20,Highland,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2019/20,Highland,Short Stay / Respite,0-17 years,Female,0,0
2019/20,Highland,Short Stay / Respite,0-17 years,Male,0,0
2019/20,Highland,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2019/20,Highland,Short Stay / Respite,18-64 years,Female,62.5,30
2019/20,Highland,Short Stay / Respite,18-64 years,Male,72.9,35
2019/20,Highland,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2019/20,Highland,Short Stay / Respite,65-74 years,Female,62.5,30
2019/20,Highland,Short Stay / Respite,65-74 years,Male,52.1,25
2019/20,Highland,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2019/20,Highland,Short Stay / Respite,75-84 years,Female,166.7,80
2019/20,Highland,Short Stay / Respite,75-84 years,Male,156.2,75
2019/20,Highland,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2019/20,Highland,Short Stay / Respite,85+ years,Female,291.7,140
2019/20,Highland,Short Stay / Respite,85+ years,Male,135.4,65
2019/20,Highland,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2019/20,Highland,Short Stay / Respite,Unknown,Female,0,0
2019/20,Highland,Short Stay / Respite,Unknown,Male,0,0
2019/20,Highland,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2019/20,Highland,Long Stay,All Ages,Female,650.9,1510
2019/20,Highland,Long Stay,All Ages,Male,349.1,810
2019/20,Highland,Long Stay,All Ages,Not Known / Unspecified,0,0
2019/20,Highland,Long Stay,0-17 years,Female,0,0
2019/20,Highland,Long Stay,0-17 years,Male,0,0
2019/20,Highland,Long Stay,0-17 years,Not Known / Unspecified,0,0
2019/20,Highland,Long Stay,18-64 years,Female,38.8,90
2019/20,Highland,Long Stay,18-64 years,Male,49.6,115
2019/20,Highland,Long Stay,18-64 years,Not Known / Unspecified,0,0
2019/20,Highland,Long Stay,65-74 years,Female,43.1,100
2019/20,Highland,Long Stay,65-74 years,Male,56,130
2019/20,Highland,Long Stay,65-74 years,Not Known / Unspecified,0,0
2019/20,Highland,Long Stay,75-84 years,Female,181,420
2019/20,Highland,Long Stay,75-84 years,Male,107.8,250
2019/20,Highland,Long Stay,75-84 years,Not Known / Unspecified,0,0
2019/20,Highland,Long Stay,85+ years,Female,387.9,900
2019/20,Highland,Long Stay,85+ years,Male,135.8,315
2019/20,Highland,Long Stay,85+ years,Not Known / Unspecified,0,0
2019/20,Highland,Long Stay,Unknown,Female,0,0
2019/20,Highland,Long Stay,Unknown,Male,0,0
2019/20,Highland,Long Stay,Unknown,Not Known / Unspecified,0,0
2020/21,Highland,All Stays,All Ages,Female,634.6,1485
2020/21,Highland,All Stays,All Ages,Male,365.4,855
2020/21,Highland,All Stays,All Ages,Not Known / Unspecified,0,0
2020/21,Highland,All Stays,0-17 years,Female,0,0
2020/21,Highland,All Stays,0-17 years,Male,0,0
2020/21,Highland,All Stays,0-17 years,Not Known / Unspecified,0,0
2020/21,Highland,All Stays,18-64 years,Female,36.3,85
2020/21,Highland,All Stays,18-64 years,Male,44.9,105
2020/21,Highland,All Stays,18-64 years,Not Known / Unspecified,0,0
2020/21,Highland,All Stays,65-74 years,Female,49.1,115
2020/21,Highland,All Stays,65-74 years,Male,55.6,130
2020/21,Highland,All Stays,65-74 years,Not Known / Unspecified,0,0
2020/21,Highland,All Stays,75-84 years,Female,170.9,400
2020/21,Highland,All Stays,75-84 years,Male,115.4,270
2020/21,Highland,All Stays,75-84 years,Not Known / Unspecified,0,0
2020/21,Highland,All Stays,85+ years,Female,378.2,885
2020/21,Highland,All Stays,85+ years,Male,149.6,350
2020/21,Highland,All Stays,85+ years,Not Known / Unspecified,0,0
2020/21,Highland,All Stays,Unknown,Female,0,0
2020/21,Highland,All Stays,Unknown,Male,0,0
2020/21,Highland,All Stays,Unknown,Not Known / Unspecified,0,0
2020/21,Highland,Short Stay / Respite,All Ages,Female,535.7,75
2020/21,Highland,Short Stay / Respite,All Ages,Male,464.3,65
2020/21,Highland,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2020/21,Highland,Short Stay / Respite,0-17 years,Female,0,0
2020/21,Highland,Short Stay / Respite,0-17 years,Male,0,0
2020/21,Highland,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2020/21,Highland,Short Stay / Respite,18-64 years,Female,0,0
2020/21,Highland,Short Stay / Respite,18-64 years,Male,35.7,5
2020/21,Highland,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2020/21,Highland,Short Stay / Respite,65-74 years,Female,71.4,10
2020/21,Highland,Short Stay / Respite,65-74 years,Male,35.7,5
2020/21,Highland,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2020/21,Highland,Short Stay / Respite,75-84 years,Female,142.9,20
2020/21,Highland,Short Stay / Respite,75-84 years,Male,142.9,20
2020/21,Highland,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2020/21,Highland,Short Stay / Respite,85+ years,Female,321.4,45
2020/21,Highland,Short Stay / Respite,85+ years,Male,250,35
2020/21,Highland,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2020/21,Highland,Short Stay / Respite,Unknown,Female,0,0
2020/21,Highland,Short Stay / Respite,Unknown,Male,0,0
2020/21,Highland,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2020/21,Highland,Long Stay,All Ages,Female,640.6,1435
2020/21,Highland,Long Stay,All Ages,Male,361.6,810
2020/21,Highland,Long Stay,All Ages,Not Known / Unspecified,0,0
2020/21,Highland,Long Stay,0-17 years,Female,0,0
2020/21,Highland,Long Stay,0-17 years,Male,0,0
2020/21,Highland,Long Stay,0-17 years,Not Known / Unspecified,0,0
2020/21,Highland,Long Stay,18-64 years,Female,37.9,85
2020/21,Highland,Long Stay,18-64 years,Male,44.6,100
2020/21,Highland,Long Stay,18-64 years,Not Known / Unspecified,0,0
2020/21,Highland,Long Stay,65-74 years,Female,46.9,105
2020/21,Highland,Long Stay,65-74 years,Male,55.8,125
2020/21,Highland,Long Stay,65-74 years,Not Known / Unspecified,0,0
2020/21,Highland,Long Stay,75-84 years,Female,171.9,385
2020/21,Highland,Long Stay,75-84 years,Male,113.8,255
2020/21,Highland,Long Stay,75-84 years,Not Known / Unspecified,0,0
2020/21,Highland,Long Stay,85+ years,Female,381.7,855
2020/21,Highland,Long Stay,85+ years,Male,147.3,330
2020/21,Highland,Long Stay,85+ years,Not Known / Unspecified,0,0
2020/21,Highland,Long Stay,Unknown,Female,0,0
2020/21,Highland,Long Stay,Unknown,Male,0,0
2020/21,Highland,Long Stay,Unknown,Not Known / Unspecified,0,0
2017/18,Inverclyde,All Stays,All Ages,Female,675.2,530
2017/18,Inverclyde,All Stays,All Ages,Male,324.8,255
2017/18,Inverclyde,All Stays,All Ages,Not Known / Unspecified,0,0
2017/18,Inverclyde,All Stays,0-17 years,Female,0,0
2017/18,Inverclyde,All Stays,0-17 years,Male,0,0
2017/18,Inverclyde,All Stays,0-17 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,All Stays,18-64 years,Female,51,40
2017/18,Inverclyde,All Stays,18-64 years,Male,70.1,55
2017/18,Inverclyde,All Stays,18-64 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,All Stays,65-74 years,Female,51,40
2017/18,Inverclyde,All Stays,65-74 years,Male,63.7,50
2017/18,Inverclyde,All Stays,65-74 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,All Stays,75-84 years,Female,197.5,155
2017/18,Inverclyde,All Stays,75-84 years,Male,95.5,75
2017/18,Inverclyde,All Stays,75-84 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,All Stays,85+ years,Female,375.8,295
2017/18,Inverclyde,All Stays,85+ years,Male,95.5,75
2017/18,Inverclyde,All Stays,85+ years,Not Known / Unspecified,0,0
2017/18,Inverclyde,All Stays,Unknown,Female,0,0
2017/18,Inverclyde,All Stays,Unknown,Male,0,0
2017/18,Inverclyde,All Stays,Unknown,Not Known / Unspecified,0,0
2017/18,Inverclyde,Short Stay / Respite,All Ages,Female,545.5,60
2017/18,Inverclyde,Short Stay / Respite,All Ages,Male,454.5,50
2017/18,Inverclyde,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2017/18,Inverclyde,Short Stay / Respite,0-17 years,Female,0,0
2017/18,Inverclyde,Short Stay / Respite,0-17 years,Male,0,0
2017/18,Inverclyde,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,Short Stay / Respite,18-64 years,Female,45.5,5
2017/18,Inverclyde,Short Stay / Respite,18-64 years,Male,136.4,15
2017/18,Inverclyde,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,Short Stay / Respite,65-74 years,Female,90.9,10
2017/18,Inverclyde,Short Stay / Respite,65-74 years,Male,90.9,10
2017/18,Inverclyde,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,Short Stay / Respite,75-84 years,Female,181.8,20
2017/18,Inverclyde,Short Stay / Respite,75-84 years,Male,136.4,15
2017/18,Inverclyde,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,Short Stay / Respite,85+ years,Female,227.3,25
2017/18,Inverclyde,Short Stay / Respite,85+ years,Male,90.9,10
2017/18,Inverclyde,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2017/18,Inverclyde,Short Stay / Respite,Unknown,Female,0,0
2017/18,Inverclyde,Short Stay / Respite,Unknown,Male,0,0
2017/18,Inverclyde,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2017/18,Inverclyde,Long Stay,All Ages,Female,705,490
2017/18,Inverclyde,Long Stay,All Ages,Male,302.2,210
2017/18,Inverclyde,Long Stay,All Ages,Not Known / Unspecified,0,0
2017/18,Inverclyde,Long Stay,0-17 years,Female,0,0
2017/18,Inverclyde,Long Stay,0-17 years,Male,0,0
2017/18,Inverclyde,Long Stay,0-17 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,Long Stay,18-64 years,Female,50.4,35
2017/18,Inverclyde,Long Stay,18-64 years,Male,57.6,40
2017/18,Inverclyde,Long Stay,18-64 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,Long Stay,65-74 years,Female,50.4,35
2017/18,Inverclyde,Long Stay,65-74 years,Male,57.6,40
2017/18,Inverclyde,Long Stay,65-74 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,Long Stay,75-84 years,Female,201.4,140
2017/18,Inverclyde,Long Stay,75-84 years,Male,86.3,60
2017/18,Inverclyde,Long Stay,75-84 years,Not Known / Unspecified,0,0
2017/18,Inverclyde,Long Stay,85+ years,Female,402.9,280
2017/18,Inverclyde,Long Stay,85+ years,Male,93.5,65
2017/18,Inverclyde,Long Stay,85+ years,Not Known / Unspecified,0,0
2017/18,Inverclyde,Long Stay,Unknown,Female,0,0
2017/18,Inverclyde,Long Stay,Unknown,Male,0,0
2017/18,Inverclyde,Long Stay,Unknown,Not Known / Unspecified,0,0
2018/19,Inverclyde,All Stays,All Ages,Female,638.1,670
2018/19,Inverclyde,All Stays,All Ages,Male,361.9,380
2018/19,Inverclyde,All Stays,All Ages,Not Known / Unspecified,0,0
2018/19,Inverclyde,All Stays,0-17 years,Female,0,0
2018/19,Inverclyde,All Stays,0-17 years,Male,0,0
2018/19,Inverclyde,All Stays,0-17 years,Not Known / Unspecified,0,0
2018/19,Inverclyde,All Stays,18-64 years,Female,52.4,55
2018/19,Inverclyde,All Stays,18-64 years,Male,85.7,90
2018/19,Inverclyde,All Stays,18-64 years,Not Known / Unspecified,0,0
2018/19,Inverclyde,All Stays,65-74 years,Female,52.4,55
2018/19,Inverclyde,All Stays,65-74 years,Male,66.7,70
2018/19,Inverclyde,All Stays,65-74 years,Not Known / Unspecified,0,0
2018/19,Inverclyde,All Stays,75-84 years,Female,181,190
2018/19,Inverclyde,All Stays,75-84 years,Male,109.5,115
2018/19,Inverclyde,All Stays,75-84 years,Not Known / Unspecified,0,0
2018/19,Inverclyde,All Stays,85+ years,Female,352.4,370
2018/19,Inverclyde,All Stays,85+ years,Male,100,105
2018/19,Inverclyde,All Stays,85+ years,Not Known / Unspecified,0,0
2018/19,Inverclyde,All Stays,Unknown,Female,0,0
2018/19,Inverclyde,All Stays,Unknown,Male,0,0
2018/19,Inverclyde,All Stays,Unknown,Not Known / Unspecified,0,0
2018/19,Inverclyde,Short Stay / Respite,All Ages,Female,509.1,140
2018/19,Inverclyde,Short Stay / Respite,All Ages,Male,509.1,140
2018/19,Inverclyde,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2018/19,Inverclyde,Short Stay / Respite,0-17 years,Female,0,0
2018/19,Inverclyde,Short Stay / Respite,0-17 years,Male,0,0
2018/19,Inverclyde,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2018/19,Inverclyde,Short Stay / Respite,18-64 years,Female,72.7,20
2018/19,Inverclyde,Short Stay / Respite,18-64 years,Male,145.5,40
2018/19,Inverclyde,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2018/19,Inverclyde,Short Stay / Respite,65-74 years,Female,72.7,20
2018/19,Inverclyde,Short Stay / Respite,65-74 years,Male,90.9,25
2018/19,Inverclyde,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2018/19,Inverclyde,Short Stay / Respite,75-84 years,Female,163.6,45
2018/19,Inverclyde,Short Stay / Respite,75-84 years,Male,145.5,40
2018/19,Inverclyde,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2018/19,Inverclyde,Short Stay / Respite,85+ years,Female,200,55
