financial_year,sending_location,stay_type,age_group,sex,rate,nclient
2017/18,Scotland (All Areas Submitted),All Stays,All Ages,Female,667,24010
2017/18,Scotland (All Areas Submitted),All Stays,All Ages,Male,332.8,11980
2017/18,Scotland (All Areas Submitted),All Stays,All Ages,Not Known / Unspecified,0.1,5
2017/18,Scotland (All Areas Submitted),All Stays,0-17 years,Female,1.1,40
2017/18,Scotland (All Areas Submitted),All Stays,0-17 years,Male,2.2,80
2017/18,Scotland (All Areas Submitted),All Stays,0-17 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),All Stays,18-64 years,Female,45.6,1640
2017/18,Scotland (All Areas Submitted),All Stays,18-64 years,Male,61.1,2200
2017/18,Scotland (All Areas Submitted),All Stays,18-64 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),All Stays,65-74 years,Female,56,2015
2017/18,Scotland (All Areas Submitted),All Stays,65-74 years,Male,51.3,1845
2017/18,Scotland (All Areas Submitted),All Stays,65-74 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),All Stays,75-84 years,Female,195.2,7025
2017/18,Scotland (All Areas Submitted),All Stays,75-84 years,Male,108.5,3905
2017/18,Scotland (All Areas Submitted),All Stays,75-84 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),All Stays,85+ years,Female,369.1,13285
2017/18,Scotland (All Areas Submitted),All Stays,85+ years,Male,109.7,3950
2017/18,Scotland (All Areas Submitted),All Stays,85+ years,Not Known / Unspecified,0.1,5
2017/18,Scotland (All Areas Submitted),All Stays,Unknown,Female,0.1,5
2017/18,Scotland (All Areas Submitted),All Stays,Unknown,Male,0,0
2017/18,Scotland (All Areas Submitted),All Stays,Unknown,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Female,566.7,2145
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Male,432,1635
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Female,2.6,10
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Male,5.3,20
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Female,92.5,350
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Male,109.6,415
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Female,56.8,215
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Male,56.8,215
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Female,165.1,625
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Male,137.4,520
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Female,251,950
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Male,122.9,465
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Female,0,0
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Male,0,0
2017/18,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Long Stay,All Ages,Female,678.1,22475
2017/18,Scotland (All Areas Submitted),Long Stay,All Ages,Male,321.6,10660
2017/18,Scotland (All Areas Submitted),Long Stay,All Ages,Not Known / Unspecified,0.2,5
2017/18,Scotland (All Areas Submitted),Long Stay,0-17 years,Female,0.9,30
2017/18,Scotland (All Areas Submitted),Long Stay,0-17 years,Male,1.8,60
2017/18,Scotland (All Areas Submitted),Long Stay,0-17 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Long Stay,18-64 years,Female,39.5,1310
2017/18,Scotland (All Areas Submitted),Long Stay,18-64 years,Male,54.5,1805
2017/18,Scotland (All Areas Submitted),Long Stay,18-64 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Long Stay,65-74 years,Female,56.4,1870
2017/18,Scotland (All Areas Submitted),Long Stay,65-74 years,Male,50.2,1665
2017/18,Scotland (All Areas Submitted),Long Stay,65-74 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Long Stay,75-84 years,Female,199.3,6605
2017/18,Scotland (All Areas Submitted),Long Stay,75-84 years,Male,106.2,3520
2017/18,Scotland (All Areas Submitted),Long Stay,75-84 years,Not Known / Unspecified,0,0
2017/18,Scotland (All Areas Submitted),Long Stay,85+ years,Female,381.8,12655
2017/18,Scotland (All Areas Submitted),Long Stay,85+ years,Male,109.1,3615
2017/18,Scotland (All Areas Submitted),Long Stay,85+ years,Not Known / Unspecified,0.2,5
2017/18,Scotland (All Areas Submitted),Long Stay,Unknown,Female,0.2,5
2017/18,Scotland (All Areas Submitted),Long Stay,Unknown,Male,0,0
2017/18,Scotland (All Areas Submitted),Long Stay,Unknown,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),All Stays,All Ages,Female,647.4,33500
2018/19,Scotland (All Areas Submitted),All Stays,All Ages,Male,352.6,18245
2018/19,Scotland (All Areas Submitted),All Stays,All Ages,Not Known / Unspecified,0.1,5
2018/19,Scotland (All Areas Submitted),All Stays,0-17 years,Female,0.8,40
2018/19,Scotland (All Areas Submitted),All Stays,0-17 years,Male,1.7,90
2018/19,Scotland (All Areas Submitted),All Stays,0-17 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),All Stays,18-64 years,Female,44.7,2315
2018/19,Scotland (All Areas Submitted),All Stays,18-64 years,Male,63.1,3265
2018/19,Scotland (All Areas Submitted),All Stays,18-64 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),All Stays,65-74 years,Female,53,2740
2018/19,Scotland (All Areas Submitted),All Stays,65-74 years,Male,53.7,2780
2018/19,Scotland (All Areas Submitted),All Stays,65-74 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),All Stays,75-84 years,Female,186.1,9630
2018/19,Scotland (All Areas Submitted),All Stays,75-84 years,Male,111.8,5785
2018/19,Scotland (All Areas Submitted),All Stays,75-84 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),All Stays,85+ years,Female,362.6,18765
2018/19,Scotland (All Areas Submitted),All Stays,85+ years,Male,122,6315
2018/19,Scotland (All Areas Submitted),All Stays,85+ years,Not Known / Unspecified,0.1,5
2018/19,Scotland (All Areas Submitted),All Stays,Unknown,Female,0.2,10
2018/19,Scotland (All Areas Submitted),All Stays,Unknown,Male,0.1,5
2018/19,Scotland (All Areas Submitted),All Stays,Unknown,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Female,557.8,5070
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Male,442.2,4020
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Female,1.1,10
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Male,4.4,40
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Female,79.2,720
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Male,104.5,950
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Female,53.4,485
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Male,59.4,540
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Female,173.3,1575
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Male,139.2,1265
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Female,250.3,2275
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Male,134.8,1225
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Female,0,0
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Male,0.6,5
2018/19,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Long Stay,All Ages,Female,662,30360
2018/19,Scotland (All Areas Submitted),Long Stay,All Ages,Male,338.1,15505
2018/19,Scotland (All Areas Submitted),Long Stay,All Ages,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Long Stay,0-17 years,Female,0.5,25
2018/19,Scotland (All Areas Submitted),Long Stay,0-17 years,Male,1.2,55
2018/19,Scotland (All Areas Submitted),Long Stay,0-17 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Long Stay,18-64 years,Female,37.5,1720
2018/19,Scotland (All Areas Submitted),Long Stay,18-64 years,Male,54.7,2510
2018/19,Scotland (All Areas Submitted),Long Stay,18-64 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Long Stay,65-74 years,Female,52.9,2425
2018/19,Scotland (All Areas Submitted),Long Stay,65-74 years,Male,52.3,2400
2018/19,Scotland (All Areas Submitted),Long Stay,65-74 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Long Stay,75-84 years,Female,190,8715
2018/19,Scotland (All Areas Submitted),Long Stay,75-84 years,Male,108.4,4970
2018/19,Scotland (All Areas Submitted),Long Stay,75-84 years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Long Stay,85+ years,Female,380.7,17460
2018/19,Scotland (All Areas Submitted),Long Stay,85+ years,Male,121.3,5565
2018/19,Scotland (All Areas Submitted),Long Stay,85+ years,Not Known / Unspecified,0,0
2018/19,Scotland (All Areas Submitted),Long Stay,Unknown,Female,0.2,10
2018/19,Scotland (All Areas Submitted),Long Stay,Unknown,Male,0.1,5
2018/19,Scotland (All Areas Submitted),Long Stay,Unknown,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),All Stays,All Ages,Female,643.8,32575
2019/20,Scotland (All Areas Submitted),All Stays,All Ages,Male,356.1,18020
2019/20,Scotland (All Areas Submitted),All Stays,All Ages,Not Known / Unspecified,0.1,5
2019/20,Scotland (All Areas Submitted),All Stays,0-17 years,Female,0.7,35
2019/20,Scotland (All Areas Submitted),All Stays,0-17 years,Male,0.9,45
2019/20,Scotland (All Areas Submitted),All Stays,0-17 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),All Stays,18-64 years,Female,43.5,2200
2019/20,Scotland (All Areas Submitted),All Stays,18-64 years,Male,60.2,3045
2019/20,Scotland (All Areas Submitted),All Stays,18-64 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),All Stays,65-74 years,Female,52.6,2660
2019/20,Scotland (All Areas Submitted),All Stays,65-74 years,Male,53.6,2710
2019/20,Scotland (All Areas Submitted),All Stays,65-74 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),All Stays,75-84 years,Female,184.7,9345
2019/20,Scotland (All Areas Submitted),All Stays,75-84 years,Male,115.3,5835
2019/20,Scotland (All Areas Submitted),All Stays,75-84 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),All Stays,85+ years,Female,362.2,18325
2019/20,Scotland (All Areas Submitted),All Stays,85+ years,Male,126.1,6380
2019/20,Scotland (All Areas Submitted),All Stays,85+ years,Not Known / Unspecified,0.1,5
2019/20,Scotland (All Areas Submitted),All Stays,Unknown,Female,0.2,10
2019/20,Scotland (All Areas Submitted),All Stays,Unknown,Male,0.1,5
2019/20,Scotland (All Areas Submitted),All Stays,Unknown,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Female,564.5,5560
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Male,435.5,4290
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Female,3,30
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Male,3.6,35
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Female,73.1,720
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Male,95.9,945
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Female,53.8,530
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Male,55.3,545
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Female,170.6,1680
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Male,145.2,1430
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Female,264,2600
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Male,135.5,1335
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Female,0,0
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Male,0,0
2019/20,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Long Stay,All Ages,Female,658.1,29165
2019/20,Scotland (All Areas Submitted),Long Stay,All Ages,Male,341.9,15155
2019/20,Scotland (All Areas Submitted),Long Stay,All Ages,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Long Stay,0-17 years,Female,0.2,10
2019/20,Scotland (All Areas Submitted),Long Stay,0-17 years,Male,0.2,10
2019/20,Scotland (All Areas Submitted),Long Stay,0-17 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Long Stay,18-64 years,Female,35.9,1590
2019/20,Scotland (All Areas Submitted),Long Stay,18-64 years,Male,51.2,2270
2019/20,Scotland (All Areas Submitted),Long Stay,18-64 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Long Stay,65-74 years,Female,52.2,2315
2019/20,Scotland (All Areas Submitted),Long Stay,65-74 years,Male,53,2350
2019/20,Scotland (All Areas Submitted),Long Stay,65-74 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Long Stay,75-84 years,Female,189.3,8390
2019/20,Scotland (All Areas Submitted),Long Stay,75-84 years,Male,111.2,4930
2019/20,Scotland (All Areas Submitted),Long Stay,75-84 years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Long Stay,85+ years,Female,380.3,16855
2019/20,Scotland (All Areas Submitted),Long Stay,85+ years,Male,126,5585
2019/20,Scotland (All Areas Submitted),Long Stay,85+ years,Not Known / Unspecified,0,0
2019/20,Scotland (All Areas Submitted),Long Stay,Unknown,Female,0.2,10
2019/20,Scotland (All Areas Submitted),Long Stay,Unknown,Male,0.1,5
2019/20,Scotland (All Areas Submitted),Long Stay,Unknown,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),All Stays,All Ages,Female,651.1,31280
2020/21,Scotland (All Areas Submitted),All Stays,All Ages,Male,348.9,16760
2020/21,Scotland (All Areas Submitted),All Stays,All Ages,Not Known / Unspecified,0.1,5
2020/21,Scotland (All Areas Submitted),All Stays,0-17 years,Female,0.5,25
2020/21,Scotland (All Areas Submitted),All Stays,0-17 years,Male,1,50
2020/21,Scotland (All Areas Submitted),All Stays,0-17 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),All Stays,18-64 years,Female,40.7,1955
2020/21,Scotland (All Areas Submitted),All Stays,18-64 years,Male,57,2740
2020/21,Scotland (All Areas Submitted),All Stays,18-64 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),All Stays,65-74 years,Female,53.5,2570
2020/21,Scotland (All Areas Submitted),All Stays,65-74 years,Male,52.8,2535
2020/21,Scotland (All Areas Submitted),All Stays,65-74 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),All Stays,75-84 years,Female,188.4,9050
2020/21,Scotland (All Areas Submitted),All Stays,75-84 years,Male,112.4,5400
2020/21,Scotland (All Areas Submitted),All Stays,75-84 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),All Stays,85+ years,Female,368,17680
2020/21,Scotland (All Areas Submitted),All Stays,85+ years,Male,125.6,6035
2020/21,Scotland (All Areas Submitted),All Stays,85+ years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),All Stays,Unknown,Female,0,0
2020/21,Scotland (All Areas Submitted),All Stays,Unknown,Male,0,0
2020/21,Scotland (All Areas Submitted),All Stays,Unknown,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Female,577.3,3640
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Male,421.1,2655
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Female,0,0
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Male,0.8,5
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Female,65.8,415
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Male,86.4,545
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Female,56.3,355
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Male,54.7,345
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Female,180.8,1140
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Male,138.8,875
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Female,275.2,1735
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Male,141.2,890
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Female,0,0
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Male,0,0
2020/21,Scotland (All Areas Submitted),Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Long Stay,All Ages,Female,659.4,28955
2020/21,Scotland (All Areas Submitted),Long Stay,All Ages,Male,340.6,14955
2020/21,Scotland (All Areas Submitted),Long Stay,All Ages,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Long Stay,0-17 years,Female,0.5,20
2020/21,Scotland (All Areas Submitted),Long Stay,0-17 years,Male,1,45
2020/21,Scotland (All Areas Submitted),Long Stay,0-17 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Long Stay,18-64 years,Female,37.3,1640
2020/21,Scotland (All Areas Submitted),Long Stay,18-64 years,Male,52.9,2325
2020/21,Scotland (All Areas Submitted),Long Stay,18-64 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Long Stay,65-74 years,Female,53.5,2350
2020/21,Scotland (All Areas Submitted),Long Stay,65-74 years,Male,52.5,2305
2020/21,Scotland (All Areas Submitted),Long Stay,65-74 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Long Stay,75-84 years,Female,189.9,8340
2020/21,Scotland (All Areas Submitted),Long Stay,75-84 years,Male,109.9,4825
2020/21,Scotland (All Areas Submitted),Long Stay,75-84 years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Long Stay,85+ years,Female,378.2,16605
2020/21,Scotland (All Areas Submitted),Long Stay,85+ years,Male,124.2,5455
2020/21,Scotland (All Areas Submitted),Long Stay,85+ years,Not Known / Unspecified,0,0
2020/21,Scotland (All Areas Submitted),Long Stay,Unknown,Female,0,0
2020/21,Scotland (All Areas Submitted),Long Stay,Unknown,Male,0,0
2020/21,Scotland (All Areas Submitted),Long Stay,Unknown,Not Known / Unspecified,0,0
2017/18,Aberdeen City,All Stays,All Ages,Female,616.2,1220
2017/18,Aberdeen City,All Stays,All Ages,Male,383.8,760
2017/18,Aberdeen City,All Stays,All Ages,Not Known / Unspecified,0,0
2017/18,Aberdeen City,All Stays,0-17 years,Female,12.6,25
2017/18,Aberdeen City,All Stays,0-17 years,Male,22.7,45
2017/18,Aberdeen City,All Stays,0-17 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,All Stays,18-64 years,Female,58.1,115
2017/18,Aberdeen City,All Stays,18-64 years,Male,90.9,180
2017/18,Aberdeen City,All Stays,18-64 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,All Stays,65-74 years,Female,55.6,110
2017/18,Aberdeen City,All Stays,65-74 years,Male,60.6,120
2017/18,Aberdeen City,All Stays,65-74 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,All Stays,75-84 years,Female,176.8,350
2017/18,Aberdeen City,All Stays,75-84 years,Male,106.1,210
2017/18,Aberdeen City,All Stays,75-84 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,All Stays,85+ years,Female,313.1,620
2017/18,Aberdeen City,All Stays,85+ years,Male,103.5,205
2017/18,Aberdeen City,All Stays,85+ years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,All Stays,Unknown,Female,0,0
2017/18,Aberdeen City,All Stays,Unknown,Male,0,0
2017/18,Aberdeen City,All Stays,Unknown,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Short Stay / Respite,All Ages,Female,562.5,90
2017/18,Aberdeen City,Short Stay / Respite,All Ages,Male,437.5,70
2017/18,Aberdeen City,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Short Stay / Respite,0-17 years,Female,0,0
2017/18,Aberdeen City,Short Stay / Respite,0-17 years,Male,0,0
2017/18,Aberdeen City,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Short Stay / Respite,18-64 years,Female,31.2,5
2017/18,Aberdeen City,Short Stay / Respite,18-64 years,Male,62.5,10
2017/18,Aberdeen City,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Short Stay / Respite,65-74 years,Female,62.5,10
2017/18,Aberdeen City,Short Stay / Respite,65-74 years,Male,31.2,5
2017/18,Aberdeen City,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Short Stay / Respite,75-84 years,Female,218.8,35
2017/18,Aberdeen City,Short Stay / Respite,75-84 years,Male,156.2,25
2017/18,Aberdeen City,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Short Stay / Respite,85+ years,Female,250,40
2017/18,Aberdeen City,Short Stay / Respite,85+ years,Male,187.5,30
2017/18,Aberdeen City,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Short Stay / Respite,Unknown,Female,0,0
2017/18,Aberdeen City,Short Stay / Respite,Unknown,Male,0,0
2017/18,Aberdeen City,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Long Stay,All Ages,Female,619.8,1125
2017/18,Aberdeen City,Long Stay,All Ages,Male,380.2,690
2017/18,Aberdeen City,Long Stay,All Ages,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Long Stay,0-17 years,Female,13.8,25
2017/18,Aberdeen City,Long Stay,0-17 years,Male,22,40
2017/18,Aberdeen City,Long Stay,0-17 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Long Stay,18-64 years,Female,60.6,110
2017/18,Aberdeen City,Long Stay,18-64 years,Male,93.7,170
2017/18,Aberdeen City,Long Stay,18-64 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Long Stay,65-74 years,Female,55.1,100
2017/18,Aberdeen City,Long Stay,65-74 years,Male,63.4,115
2017/18,Aberdeen City,Long Stay,65-74 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Long Stay,75-84 years,Female,173.6,315
2017/18,Aberdeen City,Long Stay,75-84 years,Male,101.9,185
2017/18,Aberdeen City,Long Stay,75-84 years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Long Stay,85+ years,Female,316.8,575
2017/18,Aberdeen City,Long Stay,85+ years,Male,99.2,180
2017/18,Aberdeen City,Long Stay,85+ years,Not Known / Unspecified,0,0
2017/18,Aberdeen City,Long Stay,Unknown,Female,0,0
2017/18,Aberdeen City,Long Stay,Unknown,Male,0,0
2017/18,Aberdeen City,Long Stay,Unknown,Not Known / Unspecified,0,0
2018/19,Aberdeen City,All Stays,All Ages,Female,605,1570
2018/19,Aberdeen City,All Stays,All Ages,Male,395,1025
2018/19,Aberdeen City,All Stays,All Ages,Not Known / Unspecified,0,0
2018/19,Aberdeen City,All Stays,0-17 years,Female,9.6,25
2018/19,Aberdeen City,All Stays,0-17 years,Male,25,65
2018/19,Aberdeen City,All Stays,0-17 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,All Stays,18-64 years,Female,67.4,175
2018/19,Aberdeen City,All Stays,18-64 years,Male,98.3,255
2018/19,Aberdeen City,All Stays,18-64 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,All Stays,65-74 years,Female,50.1,130
2018/19,Aberdeen City,All Stays,65-74 years,Male,55.9,145
2018/19,Aberdeen City,All Stays,65-74 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,All Stays,75-84 years,Female,167.6,435
2018/19,Aberdeen City,All Stays,75-84 years,Male,100.2,260
2018/19,Aberdeen City,All Stays,75-84 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,All Stays,85+ years,Female,310.2,805
2018/19,Aberdeen City,All Stays,85+ years,Male,115.6,300
2018/19,Aberdeen City,All Stays,85+ years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,All Stays,Unknown,Female,0,0
2018/19,Aberdeen City,All Stays,Unknown,Male,0,0
2018/19,Aberdeen City,All Stays,Unknown,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Short Stay / Respite,All Ages,Female,552.2,370
2018/19,Aberdeen City,Short Stay / Respite,All Ages,Male,447.8,300
2018/19,Aberdeen City,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Short Stay / Respite,0-17 years,Female,7.5,5
