financial_year,sending_location,age_group,option_type,nclient,rate
2020/21,Moray,75-84 years,Option 3,390,56.44811115935736
2020/21,Moray,85+ years,Option 3,565,206.43039824625504
2020/21,Moray,Unknown,Option 3,0,0
2020/21,Moray,All Ages,Option 4,125,1.306028628147529
2020/21,Moray,0-17 years,Option 4,0,0
2020/21,Moray,18-64 years,Option 4,60,1.0631700186054753
2020/21,Moray,65-74 years,Option 4,15,1.312910284463895
2020/21,Moray,75-84 years,Option 4,20,2.894774931249095
2020/21,Moray,85+ years,Option 4,30,10.960906101571064
2020/21,Moray,Unknown,Option 4,0,0
2017/18,North Ayrshire,All Ages,Any SDS,7130,52.50754842035496
2017/18,North Ayrshire,0-17 years,Any SDS,140,5.406657913030045
2017/18,North Ayrshire,18-64 years,Any SDS,1290,16.089602873677908
2017/18,North Ayrshire,65-74 years,Any SDS,1080,63.75066406941739
2017/18,North Ayrshire,75-84 years,Any SDS,2370,248.84502309953803
2017/18,North Ayrshire,85+ years,Any SDS,2240,688.1720430107528
2017/18,North Ayrshire,Unknown,Any SDS,10,NA
2017/18,North Ayrshire,All Ages,Option 1,205,1.509684070991973
2017/18,North Ayrshire,0-17 years,Option 1,40,1.5447594037228702
2017/18,North Ayrshire,18-64 years,Option 1,95,1.1848932348832568
2017/18,North Ayrshire,65-74 years,Option 1,35,2.0659937429903783
2017/18,North Ayrshire,75-84 years,Option 1,15,1.5749685006299874
2017/18,North Ayrshire,85+ years,Option 1,15,4.608294930875576
2017/18,North Ayrshire,Unknown,Option 1,0,0
2017/18,North Ayrshire,All Ages,Option 2,25,0.18410781353560646
2017/18,North Ayrshire,0-17 years,Option 2,10,0.38618985093071756
2017/18,North Ayrshire,18-64 years,Option 2,10,0.12472560367192176
2017/18,North Ayrshire,65-74 years,Option 2,5,0.2951419632843398
2017/18,North Ayrshire,75-84 years,Option 2,0,0
2017/18,North Ayrshire,85+ years,Option 2,5,1.5360983102918586
2017/18,North Ayrshire,Unknown,Option 2,0,0
2017/18,North Ayrshire,All Ages,Option 3,7130,52.50754842035496
2017/18,North Ayrshire,0-17 years,Option 3,140,5.406657913030045
2017/18,North Ayrshire,18-64 years,Option 3,1290,16.089602873677908
2017/18,North Ayrshire,65-74 years,Option 3,1080,63.75066406941739
2017/18,North Ayrshire,75-84 years,Option 3,2370,248.84502309953803
2017/18,North Ayrshire,85+ years,Option 3,2240,688.1720430107528
2017/18,North Ayrshire,Unknown,Option 3,10,NA
2017/18,North Ayrshire,All Ages,Option 4,230,1.6937918845275792
2017/18,North Ayrshire,0-17 years,Option 4,50,1.9309492546535876
2017/18,North Ayrshire,18-64 years,Option 4,105,1.3096188385551786
2017/18,North Ayrshire,65-74 years,Option 4,40,2.3611357062747182
2017/18,North Ayrshire,75-84 years,Option 4,15,1.5749685006299874
2017/18,North Ayrshire,85+ years,Option 4,20,6.1443932411674345
2017/18,North Ayrshire,Unknown,Option 4,0,0
2018/19,North Ayrshire,All Ages,Any SDS,7275,53.77735068007097
2018/19,North Ayrshire,0-17 years,Any SDS,85,3.309711081691457
2018/19,North Ayrshire,18-64 years,Any SDS,1330,16.724510839494997
2018/19,North Ayrshire,65-74 years,Any SDS,1130,66.10893348154215
2018/19,North Ayrshire,75-84 years,Any SDS,2485,257.2197495083325
2018/19,North Ayrshire,85+ years,Any SDS,2230,671.6867469879518
2018/19,North Ayrshire,Unknown,Any SDS,15,NA
2018/19,North Ayrshire,All Ages,Option 1,200,1.4784151389710232
2018/19,North Ayrshire,0-17 years,Option 1,45,1.7521999844248892
2018/19,North Ayrshire,18-64 years,Option 1,100,1.2574820180071424
2018/19,North Ayrshire,65-74 years,Option 1,30,1.7551044287135085
2018/19,North Ayrshire,75-84 years,Option 1,10,1.0350895352447986
2018/19,North Ayrshire,85+ years,Option 1,15,4.518072289156627
2018/19,North Ayrshire,Unknown,Option 1,0,0
2018/19,North Ayrshire,All Ages,Option 2,55,0.40656416321703137
2018/19,North Ayrshire,0-17 years,Option 2,20,0.778755548633284
2018/19,North Ayrshire,18-64 years,Option 2,10,0.12574820180071425
2018/19,North Ayrshire,65-74 years,Option 2,5,0.29251740478558474
2018/19,North Ayrshire,75-84 years,Option 2,10,1.0350895352447986
2018/19,North Ayrshire,85+ years,Option 2,5,1.5060240963855422
2018/19,North Ayrshire,Unknown,Option 2,0,0
2018/19,North Ayrshire,All Ages,Option 3,7025,51.929331756357186
2018/19,North Ayrshire,0-17 years,Option 3,20,0.778755548633284
2018/19,North Ayrshire,18-64 years,Option 3,1220,15.341280619687138
2018/19,North Ayrshire,65-74 years,Option 3,1095,64.06131164804306
2018/19,North Ayrshire,75-84 years,Option 3,2465,255.14957043784287
2018/19,North Ayrshire,85+ years,Option 3,2210,665.6626506024096
2018/19,North Ayrshire,Unknown,Option 3,15,NA
2018/19,North Ayrshire,All Ages,Option 4,5,0.03696037847427558
2018/19,North Ayrshire,0-17 years,Option 4,0,0
2018/19,North Ayrshire,18-64 years,Option 4,0,0
2018/19,North Ayrshire,65-74 years,Option 4,0,0
2018/19,North Ayrshire,75-84 years,Option 4,0,0
2018/19,North Ayrshire,85+ years,Option 4,0,0
2018/19,North Ayrshire,Unknown,Option 4,0,0
2019/20,North Ayrshire,All Ages,Any SDS,7210,53.51046459848597
2019/20,North Ayrshire,0-17 years,Any SDS,95,3.7528640278106975
2019/20,North Ayrshire,18-64 years,Any SDS,1145,14.513144218825259
2019/20,North Ayrshire,65-74 years,Any SDS,1135,66.05365768492115
2019/20,North Ayrshire,75-84 years,Any SDS,2480,249.37154348919054
2019/20,North Ayrshire,85+ years,Any SDS,2350,690.364277320799
2019/20,North Ayrshire,Unknown,Any SDS,5,NA
2019/20,North Ayrshire,All Ages,Option 1,215,1.5956657265845333
2019/20,North Ayrshire,0-17 years,Option 1,55,2.1727107529430354
2019/20,North Ayrshire,18-64 years,Option 1,95,1.2041473369331002
2019/20,North Ayrshire,65-74 years,Option 1,30,1.7459116568701625
2019/20,North Ayrshire,75-84 years,Option 1,15,1.5082956259426847
2019/20,North Ayrshire,85+ years,Option 1,15,4.406580493537016
2019/20,North Ayrshire,Unknown,Option 1,0,0
2019/20,North Ayrshire,All Ages,Option 2,80,0.5937360843105239
2019/20,North Ayrshire,0-17 years,Option 2,30,1.1851149561507466
2019/20,North Ayrshire,18-64 years,Option 2,30,0.3802570537683474
2019/20,North Ayrshire,65-74 years,Option 2,10,0.5819705522900541
2019/20,North Ayrshire,75-84 years,Option 2,5,0.5027652086475616
2019/20,North Ayrshire,85+ years,Option 2,5,1.4688601645123385
2019/20,North Ayrshire,Unknown,Option 2,0,0
2019/20,North Ayrshire,All Ages,Option 3,6935,51.469496808668545
2019/20,North Ayrshire,0-17 years,Option 3,10,0.3950383187169155
2019/20,North Ayrshire,18-64 years,Option 3,1030,13.055492179379927
2019/20,North Ayrshire,65-74 years,Option 3,1095,63.725775475760926
2019/20,North Ayrshire,75-84 years,Option 3,2465,247.86324786324786
2019/20,North Ayrshire,85+ years,Option 3,2330,684.4888366627497
2019/20,North Ayrshire,Unknown,Option 3,5,NA
2019/20,North Ayrshire,All Ages,Option 4,20,0.14843402107763098
2019/20,North Ayrshire,0-17 years,Option 4,0,0
2019/20,North Ayrshire,18-64 years,Option 4,10,0.1267523512561158
2019/20,North Ayrshire,65-74 years,Option 4,5,0.29098527614502706
2019/20,North Ayrshire,75-84 years,Option 4,5,0.5027652086475616
2019/20,North Ayrshire,85+ years,Option 4,0,0
2019/20,North Ayrshire,Unknown,Option 4,0,0
2020/21,North Ayrshire,All Ages,Any SDS,7010,52.21601489757914
2020/21,North Ayrshire,0-17 years,Any SDS,120,4.766065612836603
2020/21,North Ayrshire,18-64 years,Any SDS,1285,16.42697347395334
2020/21,North Ayrshire,65-74 years,Any SDS,1120,64.60171886716272
2020/21,North Ayrshire,75-84 years,Any SDS,2350,231.25369021846092
2020/21,North Ayrshire,85+ years,Any SDS,2130,636.2007168458781
2020/21,North Ayrshire,Unknown,Any SDS,5,NA
2020/21,North Ayrshire,All Ages,Option 1,200,1.48975791433892
2020/21,North Ayrshire,0-17 years,Option 1,45,1.7872746048137262
2020/21,North Ayrshire,18-64 years,Option 1,100,1.278363694471077
2020/21,North Ayrshire,65-74 years,Option 1,30,1.7304031839418583
2020/21,North Ayrshire,75-84 years,Option 1,10,0.98405825624877
2020/21,North Ayrshire,85+ years,Option 1,15,4.480286738351254
2020/21,North Ayrshire,Unknown,Option 1,0,0
2020/21,North Ayrshire,All Ages,Option 2,155,1.1545623836126628
2020/21,North Ayrshire,0-17 years,Option 2,40,1.588688537612201
2020/21,North Ayrshire,18-64 years,Option 2,70,0.894854586129754
2020/21,North Ayrshire,65-74 years,Option 2,15,0.8652015919709292
2020/21,North Ayrshire,75-84 years,Option 2,15,1.4760873843731548
2020/21,North Ayrshire,85+ years,Option 2,10,2.9868578255675033
2020/21,North Ayrshire,Unknown,Option 2,0,0
2020/21,North Ayrshire,All Ages,Option 3,6745,50.24208566108007
2020/21,North Ayrshire,0-17 years,Option 3,50,1.9858606720152514
2020/21,North Ayrshire,18-64 years,Option 3,1160,14.829018855864494
2020/21,North Ayrshire,65-74 years,Option 3,1080,62.294514621906906
2020/21,North Ayrshire,75-84 years,Option 3,2330,229.2855737059634
2020/21,North Ayrshire,85+ years,Option 3,2115,631.7204301075269
2020/21,North Ayrshire,Unknown,Option 3,5,NA
2020/21,North Ayrshire,All Ages,Option 4,90,0.6703910614525139
2020/21,North Ayrshire,0-17 years,Option 4,20,0.7943442688061005
2020/21,North Ayrshire,18-64 years,Option 4,45,0.5752636625119846
2020/21,North Ayrshire,65-74 years,Option 4,10,0.5768010613139528
2020/21,North Ayrshire,75-84 years,Option 4,10,0.98405825624877
2020/21,North Ayrshire,85+ years,Option 4,10,2.9868578255675033
2020/21,North Ayrshire,Unknown,Option 4,0,0
2017/18,North Lanarkshire,All Ages,Any SDS,1260,3.7063183903988706
2017/18,North Lanarkshire,0-17 years,Any SDS,120,1.6957295876550886
2017/18,North Lanarkshire,18-64 years,Any SDS,980,4.623971991941077
2017/18,North Lanarkshire,65-74 years,Any SDS,100,3.027184113337773
2017/18,North Lanarkshire,75-84 years,Any SDS,45,2.424046541693601
2017/18,North Lanarkshire,85+ years,Any SDS,15,2.6515821106593602
2017/18,North Lanarkshire,Unknown,Any SDS,0,0
2017/18,North Lanarkshire,All Ages,Option 1,235,0.69125779503471
2017/18,North Lanarkshire,0-17 years,Option 1,60,0.8478647938275443
2017/18,North Lanarkshire,18-64 years,Option 1,145,0.684159121256588
2017/18,North Lanarkshire,65-74 years,Option 1,15,0.454077617000666
2017/18,North Lanarkshire,75-84 years,Option 1,5,0.2693385046326223
2017/18,North Lanarkshire,85+ years,Option 1,5,0.8838607035531201
2017/18,North Lanarkshire,Unknown,Option 1,0,0
2017/18,North Lanarkshire,All Ages,Option 2,835,2.456171314272267
2017/18,North Lanarkshire,0-17 years,Option 2,40,0.5652431958850296
2017/18,North Lanarkshire,18-64 years,Option 2,685,3.232062055591467
2017/18,North Lanarkshire,65-74 years,Option 2,65,1.9676696736695525
2017/18,North Lanarkshire,75-84 years,Option 2,30,1.6160310277957335
2017/18,North Lanarkshire,85+ years,Option 2,10,1.7677214071062402
2017/18,North Lanarkshire,Unknown,Option 2,0,0
2017/18,North Lanarkshire,All Ages,Option 3,215,0.632427344393458
2017/18,North Lanarkshire,0-17 years,Option 3,25,0.35327699742814345
2017/18,North Lanarkshire,18-64 years,Option 3,160,0.7549342027658902
2017/18,North Lanarkshire,65-74 years,Option 3,20,0.6054368226675546
2017/18,North Lanarkshire,75-84 years,Option 3,5,0.2693385046326223
2017/18,North Lanarkshire,85+ years,Option 3,0,0
2017/18,North Lanarkshire,Unknown,Option 3,0,0
2017/18,North Lanarkshire,All Ages,Option 4,20,0.05883045064125191
2017/18,North Lanarkshire,0-17 years,Option 4,5,0.0706553994856287
2017/18,North Lanarkshire,18-64 years,Option 4,15,0.07077508150930222
2017/18,North Lanarkshire,65-74 years,Option 4,0,0
2017/18,North Lanarkshire,75-84 years,Option 4,0,0
2017/18,North Lanarkshire,85+ years,Option 4,0,0
2017/18,North Lanarkshire,Unknown,Option 4,0,0
2018/19,North Lanarkshire,All Ages,Any SDS,1390,4.08607207948733
2018/19,North Lanarkshire,0-17 years,Any SDS,125,1.7696358797213885
2018/19,North Lanarkshire,18-64 years,Any SDS,1035,4.892691689514986
2018/19,North Lanarkshire,65-74 years,Any SDS,140,4.187855219862399
2018/19,North Lanarkshire,75-84 years,Any SDS,55,2.923510338595652
2018/19,North Lanarkshire,85+ years,Any SDS,35,6.075334143377886
2018/19,North Lanarkshire,Unknown,Any SDS,0,0
2018/19,North Lanarkshire,All Ages,Option 1,250,0.7349050502675054
2018/19,North Lanarkshire,0-17 years,Option 1,65,0.920210657455122
2018/19,North Lanarkshire,18-64 years,Option 1,150,0.709085752103621
2018/19,North Lanarkshire,65-74 years,Option 1,20,0.5982650314089142
2018/19,North Lanarkshire,75-84 years,Option 1,10,0.5315473342901186
2018/19,North Lanarkshire,85+ years,Option 1,5,0.8679048776254124
2018/19,North Lanarkshire,Unknown,Option 1,0,0
2018/19,North Lanarkshire,All Ages,Option 2,1015,2.983714504086072
2018/19,North Lanarkshire,0-17 years,Option 2,70,0.9909960926439776
2018/19,North Lanarkshire,18-64 years,Option 2,775,3.663609719202042
2018/19,North Lanarkshire,65-74 years,Option 2,105,3.1408914148967995
2018/19,North Lanarkshire,75-84 years,Option 2,40,2.1261893371604743
2018/19,North Lanarkshire,85+ years,Option 2,25,4.339524388127061
2018/19,North Lanarkshire,Unknown,Option 2,0,0
2018/19,North Lanarkshire,All Ages,Option 3,140,0.4115468281498031
2018/19,North Lanarkshire,0-17 years,Option 3,0,0
2018/19,North Lanarkshire,18-64 years,Option 3,115,0.5436324099461094
2018/19,North Lanarkshire,65-74 years,Option 3,20,0.5982650314089142
2018/19,North Lanarkshire,75-84 years,Option 3,5,0.2657736671450593
2018/19,North Lanarkshire,85+ years,Option 3,0,0
2018/19,North Lanarkshire,Unknown,Option 3,0,0
2018/19,North Lanarkshire,All Ages,Option 4,15,0.04409430301605033
2018/19,North Lanarkshire,0-17 years,Option 4,10,0.14157087037771107
2018/19,North Lanarkshire,18-64 years,Option 4,5,0.023636191736787368
2018/19,North Lanarkshire,65-74 years,Option 4,0,0
2018/19,North Lanarkshire,75-84 years,Option 4,0,0
2018/19,North Lanarkshire,85+ years,Option 4,0,0
2018/19,North Lanarkshire,Unknown,Option 4,0,0
2019/20,North Lanarkshire,All Ages,Any SDS,1515,4.437999824237631
2019/20,North Lanarkshire,0-17 years,Any SDS,115,1.630766176491442
2019/20,North Lanarkshire,18-64 years,Any SDS,1090,5.147531074086667
2019/20,North Lanarkshire,65-74 years,Any SDS,165,4.867543807894271
2019/20,North Lanarkshire,75-84 years,Any SDS,85,4.419487339468621
2019/20,North Lanarkshire,85+ years,Any SDS,60,10.05361930294906
2019/20,North Lanarkshire,Unknown,Any SDS,0,0
2019/20,North Lanarkshire,All Ages,Option 1,280,0.82022438995811
2019/20,North Lanarkshire,0-17 years,Option 1,65,0.9217374041038585
2019/20,North Lanarkshire,18-64 years,Option 1,180,0.8500510030601837
2019/20,North Lanarkshire,65-74 years,Option 1,15,0.44250398253584283
2019/20,North Lanarkshire,75-84 years,Option 1,10,0.5199396869963084
2019/20,North Lanarkshire,85+ years,Option 1,5,0.8378016085790885
2019/20,North Lanarkshire,Unknown,Option 1,0,0
2019/20,North Lanarkshire,All Ages,Option 2,1145,3.354131880364414
2019/20,North Lanarkshire,0-17 years,Option 2,55,0.7799316496263419
2019/20,North Lanarkshire,18-64 years,Option 2,825,3.896067097359175
2019/20,North Lanarkshire,65-74 years,Option 2,135,3.982535842822586
2019/20,North Lanarkshire,75-84 years,Option 2,75,3.899547652472313
2019/20,North Lanarkshire,85+ years,Option 2,55,9.215817694369973
2019/20,North Lanarkshire,Unknown,Option 2,0,0
2019/20,North Lanarkshire,All Ages,Option 3,120,0.35152473855347566
2019/20,North Lanarkshire,0-17 years,Option 3,0,0
2019/20,North Lanarkshire,18-64 years,Option 3,100,0.47225055725565757
2019/20,North Lanarkshire,65-74 years,Option 3,15,0.44250398253584283
2019/20,North Lanarkshire,75-84 years,Option 3,5,0.2599698434981542
2019/20,North Lanarkshire,85+ years,Option 3,0,0
2019/20,North Lanarkshire,Unknown,Option 3,0,0
2019/20,North Lanarkshire,All Ages,Option 4,25,0.0732343205319741
2019/20,North Lanarkshire,0-17 years,Option 4,10,0.1418057544775167
2019/20,North Lanarkshire,18-64 years,Option 4,15,0.07083758358834864
2019/20,North Lanarkshire,65-74 years,Option 4,0,0
2019/20,North Lanarkshire,75-84 years,Option 4,0,0
2019/20,North Lanarkshire,85+ years,Option 4,0,0
2019/20,North Lanarkshire,Unknown,Option 4,0,0
2020/21,North Lanarkshire,All Ages,Any SDS,1515,4.440991968106935
2020/21,North Lanarkshire,0-17 years,Any SDS,130,1.8513507740070352
2020/21,North Lanarkshire,18-64 years,Any SDS,1085,5.139500734214391
2020/21,North Lanarkshire,65-74 years,Any SDS,165,4.80167622151733
2020/21,North Lanarkshire,75-84 years,Any SDS,80,4.12924538040673
2020/21,North Lanarkshire,85+ years,Any SDS,55,9.054988475469212
2020/21,North Lanarkshire,Unknown,Any SDS,0,0
2020/21,North Lanarkshire,All Ages,Option 1,315,0.9233745676261945
2020/21,North Lanarkshire,0-17 years,Option 1,80,1.1392927840043292
2020/21,North Lanarkshire,18-64 years,Option 1,205,0.9710577424091706
2020/21,North Lanarkshire,65-74 years,Option 1,15,0.43651602013793905
2020/21,North Lanarkshire,75-84 years,Option 1,10,0.5161556725508413
2020/21,North Lanarkshire,85+ years,Option 1,5,0.8231807704972012
2020/21,North Lanarkshire,Unknown,Option 1,0,0
2020/21,North Lanarkshire,All Ages,Option 2,1110,3.2537960954446854
2020/21,North Lanarkshire,0-17 years,Option 2,60,0.8544695880032469
2020/21,North Lanarkshire,18-64 years,Option 2,795,3.765809293733125
2020/21,North Lanarkshire,65-74 years,Option 2,135,3.928644181241452
2020/21,North Lanarkshire,75-84 years,Option 2,70,3.6130897078558895
2020/21,North Lanarkshire,85+ years,Option 2,45,7.40862693447481
2020/21,North Lanarkshire,Unknown,Option 2,0,0
2020/21,North Lanarkshire,All Ages,Option 3,120,0.3517617400480741
2020/21,North Lanarkshire,0-17 years,Option 3,0,0
2020/21,North Lanarkshire,18-64 years,Option 3,100,0.47368670361422954
2020/21,North Lanarkshire,65-74 years,Option 3,15,0.43651602013793905
2020/21,North Lanarkshire,75-84 years,Option 3,0,0
2020/21,North Lanarkshire,85+ years,Option 3,0,0
2020/21,North Lanarkshire,Unknown,Option 3,0,0
2020/21,North Lanarkshire,All Ages,Option 4,30,0.08794043501201852
2020/21,North Lanarkshire,0-17 years,Option 4,10,0.14241159800054115
2020/21,North Lanarkshire,18-64 years,Option 4,15,0.07105300554213444
2020/21,North Lanarkshire,65-74 years,Option 4,0,0
2020/21,North Lanarkshire,75-84 years,Option 4,0,0
2020/21,North Lanarkshire,85+ years,Option 4,0,0
2020/21,North Lanarkshire,Unknown,Option 4,0,0
2017/18,Orkney Islands,All Ages,Any SDS,115,5.2272727272727275
2017/18,Orkney Islands,0-17 years,Any SDS,5,1.2588116817724069
2017/18,Orkney Islands,18-64 years,Any SDS,55,4.245465071401004
2017/18,Orkney Islands,65-74 years,Any SDS,10,3.534817956875221
2017/18,Orkney Islands,75-84 years,Any SDS,20,11.918951132300357
2017/18,Orkney Islands,85+ years,Any SDS,25,44.169611307420496
2017/18,Orkney Islands,Unknown,Any SDS,0,0
2017/18,Orkney Islands,All Ages,Option 1,95,4.318181818181818
2017/18,Orkney Islands,0-17 years,Option 1,5,1.2588116817724069
2017/18,Orkney Islands,18-64 years,Option 1,50,3.85951370127364
2017/18,Orkney Islands,65-74 years,Option 1,10,3.534817956875221
2017/18,Orkney Islands,75-84 years,Option 1,15,8.939213349225268
2017/18,Orkney Islands,85+ years,Option 1,15,26.501766784452297
2017/18,Orkney Islands,Unknown,Option 1,0,0
2017/18,Orkney Islands,All Ages,Option 2,25,1.1363636363636362
2017/18,Orkney Islands,0-17 years,Option 2,0,0
2017/18,Orkney Islands,18-64 years,Option 2,5,0.38595137012736397
2017/18,Orkney Islands,65-74 years,Option 2,0,0
2017/18,Orkney Islands,75-84 years,Option 2,10,5.959475566150179
2017/18,Orkney Islands,85+ years,Option 2,10,17.6678445229682
2017/18,Orkney Islands,Unknown,Option 2,0,0
2017/18,Orkney Islands,All Ages,Option 3,0,0
2017/18,Orkney Islands,0-17 years,Option 3,0,0
2017/18,Orkney Islands,18-64 years,Option 3,0,0
2017/18,Orkney Islands,65-74 years,Option 3,0,0
2017/18,Orkney Islands,75-84 years,Option 3,0,0
2017/18,Orkney Islands,85+ years,Option 3,0,0
2017/18,Orkney Islands,Unknown,Option 3,0,0
2017/18,Orkney Islands,All Ages,Option 4,5,0.22727272727272727
2017/18,Orkney Islands,0-17 years,Option 4,0,0
2017/18,Orkney Islands,18-64 years,Option 4,0,0
2017/18,Orkney Islands,65-74 years,Option 4,0,0
2017/18,Orkney Islands,75-84 years,Option 4,0,0
